2023-12-06 17:35:12,108	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:12.0989261	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:14,727	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:14.7275176	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Read	1.06856e-03

2023-12-06 17:35:14,727	 []	 INFO 	 TEST_APP_2010	17:35:14.7275176	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	CURRENT Reading 165: 1.06856
2023-12-06 17:35:14,727	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:14.7275176	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:14,847	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:14.8474616	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Read	1.08858e-03

2023-12-06 17:35:14,847	 []	 INFO 	 TEST_APP_2010	17:35:14.8474616	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	CURRENT Reading 166: 1.08858
2023-12-06 17:35:14,847	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:14.8474616	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:14,987	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:14.9873825	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Read	5.49500e-04

2023-12-06 17:35:14,987	 []	 INFO 	 TEST_APP_2010	17:35:14.9873825	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	CURRENT Reading 167: 0.5495
2023-12-06 17:35:14,987	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:14.9873825	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:15,137	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:15.1371426	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Read	3.42450e-05

2023-12-06 17:35:15,137	 []	 INFO 	 TEST_APP_2010	17:35:15.1371426	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	CURRENT Reading 168: 0.034245
2023-12-06 17:35:15,137	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:15.1371426	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:15,337	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:15.3371786	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Read	1.65925e-04

2023-12-06 17:35:15,337	 []	 INFO 	 TEST_APP_2010	17:35:15.3371786	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	CURRENT Reading 169: 0.165925
2023-12-06 17:35:15,337	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:15.3371786	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:15,467	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:15.4670644	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Read	2.62520e-04

2023-12-06 17:35:15,467	 []	 INFO 	 TEST_APP_2010	17:35:15.4670644	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	CURRENT Reading 170: 0.26252
2023-12-06 17:35:15,467	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:15.4670644	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:15,607	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:15.6072963	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Read	2.78555e-04

2023-12-06 17:35:15,607	 []	 INFO 	 TEST_APP_2010	17:35:15.6072963	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	CURRENT Reading 171: 0.278555
2023-12-06 17:35:15,607	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:15.6072963	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:15,747	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:15.7476123	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Read	2.76615e-04

2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	CURRENT Reading 172: 0.276615
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	CURRENT measure process is complete because measurement criteria has been satisifed.
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Measure Process	End CURRENT measure process: Final measurement = 0.272563333333333
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	EvalAndLogResults	392	4672	BATTERY_OFF_CURRENT_BOARD_1	0	0.5	0.272563333333333	mA	9553	419183	PASSED		<----------|-------------#-----------|---------->	Off	False	True	BATmOFF1
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	EvalAndLogResults	392	4673	MEAS_BATTERY_OFF_CURRENT_BOARD_STATUS_1	0	0	0	P/F	0	419183	PASSED		<-----------------------|#|--------------------->	Off	False	False	BATsOFF1
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Footer	Test = MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3  |  Overall Result = 0  |  Test Time = 9546.3728 msec
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Footer	==========================================================================================================================================================================
2023-12-06 17:35:15,747	 []	 INFO 	 END_OF_TEST	17:35:15.7476123			
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_FINAL_TURN_OFF	Header	==========================================================================================================================================================================
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_FINAL_TURN_OFF	Header	Test = TIME_END_FINAL_TURN_OFF  |  Barcode = 0085545782  |  Time start = 12/6/2023 5:35:15 PM
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_FINAL_TURN_OFF	EvalAndLogResults	393	4674	TIME_END_FINAL_TURN_OFF	0	9999999	25.3303808	Seconds	1	419184	PASSED		<----------|#------------------------|---------->	Off	False	False	TM_FFIOF
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_FINAL_TURN_OFF	Footer	Test = TIME_END_FINAL_TURN_OFF  |  Overall Result = 0  |  Test Time = 0 msec
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_FINAL_TURN_OFF	Footer	==========================================================================================================================================================================
2023-12-06 17:35:15,747	 []	 INFO 	 END_OF_TEST	17:35:15.7476123			
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_NON_SHARED_2	Header	==========================================================================================================================================================================
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_NON_SHARED_2	Header	Test = TIME_END_NON_SHARED_2  |  Barcode = 0085545782  |  Time start = 12/6/2023 5:35:15 PM
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_NON_SHARED_2	EvalAndLogResults	394	4675	TIME_END_NON_SHARED_2	0	9999999	36.9883904	Seconds	1	419185	PASSED		<----------|#------------------------|---------->	Off	False	False	TM_ENSH2
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_NON_SHARED_2	Footer	Test = TIME_END_NON_SHARED_2  |  Overall Result = 0  |  Test Time = 0 msec
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_END_NON_SHARED_2	Footer	==========================================================================================================================================================================
2023-12-06 17:35:15,747	 []	 INFO 	 END_OF_TEST	17:35:15.7476123			
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	Header	==========================================================================================================================================================================
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	Header	Test = TIME_CLICK_RATE_MULTIUP_SINGLEBLK  |  Barcode = 0085545782  |  Time start = 12/6/2023 5:35:15 PM
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	Entry Handler Time: 0.201
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	Acquisition Wait Time: 9.4950144
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	CalculateTimeDiffernce	Delta Time: 418.797952Sec
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	Total time: 409.5039376
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	Handling time: 15
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	SHARED_STORE_1 : 250.9421056
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	Shared time: 250.9421056  = 250.9421056
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	NON_SHARED_STORE_1 : 106.5471104
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	NON_SHARED_STORE_2 : 36.9883904
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	NonShared time: 106.5471104 + 36.9883904  = 143.5355008
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	Unblocked time: 14.8253312
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	logClickRateTime	Multi up single shared block Click Rate Time: 250.9421056
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	EvalAndLogResults	395	4676	Time_Click_Rate	0	9999999	250.9421056	Seconds	1	419186	PASSED		<----------|#------------------------|---------->	Off	False	False	TM_CLKRT
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	Footer	Test = TIME_CLICK_RATE_MULTIUP_SINGLEBLK  |  Overall Result = 0  |  Test Time = 0 msec
2023-12-06 17:35:15,747	 []	 INFO 	 TEST_APP_2010	17:35:15.7476123	TIME_CLICK_RATE_MULTIUP_SINGLEBLK	Footer	==========================================================================================================================================================================
2023-12-06 17:35:15,747	 []	 INFO 	 END_OF_TEST	17:35:15.7476123			
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TIME_END_RECIPE_TOTAL_MULTI_GPIB	Header	==========================================================================================================================================================================
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TIME_END_RECIPE_TOTAL_MULTI_GPIB	Header	Test = TIME_END_RECIPE_TOTAL_MULTI_GPIB  |  Barcode = 0085545782  |  Time start = 12/6/2023 5:35:15 PM
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TIME_END_RECIPE_TOTAL_MULTI_GPIB	EvalAndLogResults	396	4677	TIME_END_NON_GPIB_TIME_NON_RF	-999999	9999999	-87.7030912	Seconds	0	419186	PASSED		<----------|--#----------------------|---------->	Off	False	False	TM_ENGPB
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TIME_END_RECIPE_TOTAL_MULTI_GPIB	EvalAndLogResults	396	4678	TIME_END_GPIB_TOTAL	-999999	9999999	497.006784	Seconds	0	419186	PASSED		<----------|--#----------------------|---------->	Off	False	False	TM_EGPIB
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TIME_END_RECIPE_TOTAL_MULTI_GPIB	EvalAndLogResults	396	4679	TIME_END_Total_Test_Time	0	9999999	409.3036928	Seconds	0	419186	PASSED		<----------|#------------------------|---------->	Off	False	False	END_TIME
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TIME_END_RECIPE_TOTAL_MULTI_GPIB	EvalAndLogResults	396	4680	TIME_END_Total_Test_Time_with_wait_time	0	9999999	418.7987072	Seconds	0	419186	PASSED		<----------|#------------------------|---------->	Off	False	False	ENDwTIME
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TIME_END_RECIPE_TOTAL_MULTI_GPIB	Footer	Test = TIME_END_RECIPE_TOTAL_MULTI_GPIB  |  Overall Result = 0  |  Test Time = 0 msec
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TIME_END_RECIPE_TOTAL_MULTI_GPIB	Footer	==========================================================================================================================================================================
2023-12-06 17:35:15,757	 []	 INFO 	 END_OF_TEST	17:35:15.7573159			
2023-12-06 17:35:15,757	 []	 INFO 	 ENGINE	17:35:15.7573159		Engine	Executing callback function to NexTest2010 test app to indicate recipe is done.
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Header	==========================================================================================================================================================================
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Header	Test = TestRecipeDoneHandler  |  Barcode = 0085545782  |  Time start = 12/6/2023 5:35:15 PM
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	RecipeDoneHandler	Executing test recipe done handler...
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	RecipeDoneHandler	Tests that executed more than once:
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	Logging diagnostic/debug settings used during testing by adding the settings to the MQS software version records.
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	Diagnostic/debug settings used during testing:
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	UnitInfoTransactionsWithBusinessSystemEnable = True
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	NexTestVersionCheckingEnabled = True
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	FailIfRecipeDebuggerWasUsedDuringTesting = True
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	LockoutRetestingUnitIfFailedFlowControlCheck = True
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	BypassStationLockout = False
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	BypassUnitWaitForRemoval = False
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	OverrideTrackId = 
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	IsLoopTestRecipeEnabled = False
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	PAUSE_ON_FAIL_AT_TEST_END = False
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Diagnostic	PAUSE_ON_FAIL_AT_TEST_SPEC_LOGGING = False
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	RecipeDoneHandler	Completed test recipe done handler.
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Footer	Test = TestRecipeDoneHandler  |  Overall Result = 0  |  Test Time = 0 msec
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159	TestRecipeDoneHandler	Footer	==========================================================================================================================================================================
2023-12-06 17:35:15,757	 []	 INFO 	 ENGINE	17:35:15.7573159		Engine	Executing PostProcessResults to upload results to CIM system.
2023-12-06 17:35:15,757	 []	 INFO 	 ENGINE	17:35:15.7573159		Engine	   Utilize Results Driver For PostProcessing Results
2023-12-06 17:35:15,757	 []	 INFO 	 ENGINE	17:35:15.7573159		Engine	Activate Tracker
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	[TRACKER] =>  
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	[TRACKER] => distribute tracking information for [0085545782]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  The GetCCellularDataToolkit()->GetTrackingID() field is set to --> [(null)]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  The GetCDataContainer()->GetCUnit()->GetUnitId() field is set to --> [0085545782]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  The GetCCellularDataToolkit()->GetEsn() field is set to --> [FFFFFFFF]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  The GetCDataContainer()->GetCResultsReport()->GetSerialNumber() field is set to --> [0085545782]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  The GetCCellularDataToolkit()->GetModelFileInfoString('SerialNumber') field is set to --> [(null)]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  The GetCCellularDataToolkit()->GetBoardKitVersion() field is set to --> [MFG]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::ValidateLen()>  Validating alpha-numeric characters of --> [0085545782]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::ValidateLen()>  Validating length of --> [0085545782]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::ValidateLen()>  Validating alpha-numeric characters of --> [0085545782]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::ValidateLen()>  Validating length of --> [0085545782]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  The log->GetElecSerialNum() field is set to --> [0085545782] using GetCDataContainer()->GetCResultsReport()->GetSerialNumber().
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  The GetCResultsReport()->GetLane() field is set to --> [ME06]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  The GetCResultsReport()->GetFactoryName() field is set to --> [Unknown]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  Before Calling log->Serialize
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CFileTrackingServ::LogTestResults()>  tmp environment is <C:\Users\JAG_GP~1\AppData\Local\Temp>
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	[TRACKER] => Q drive is mapped
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CCellTestResultsLog::Serialize>  Start
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CCellTestResultsLog::SerializeMqsSystem> Start 
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CCellTestResultsLog::SerializeMqsSystem> TmpDirPath is [C:\Users\JAG_GP~1\AppData\Local\Temp] 
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CCellTestResultsLog::SerializeMqsSystem>  The pBarcode field is set to --> [0085545782]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CCellTestResultsLog::SerializeMqsSystem>  The pElecSerialNum field is set to --> [0085545782]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CCellTestResultsLog::SerializeMqsSystem>  The log file name is --> [0085545782.rslt.12-06-2023.17.35.15]
2023-12-06 17:35:15,757	 []	 INFO 	 TRACKER	17:35:15.7573159		Engine	<CCellTestResultsLog::SerializeMqsSystem>  The combined line and station value is --> [ME06-PB01F1T06-BT002A]
2023-12-06 17:35:15,757	 []	 INFO 	 TEST_APP_2010	17:35:15.7573159		MasterFailedTest	No master failed test measurement record exists.
2023-12-06 17:35:15,757	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7573159		UploadTestResultsHandler	Uploading test results to FLXFL: Track ID = 0085545782 | TestingStatus = Passed
2023-12-06 17:35:15,757	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7573159		UploadTestResult	Enter...
2023-12-06 17:35:15,757	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7573159		UploadTestResult	Uploading parametric data for track ID '0085545782'.  Number of retries allowed = 1.  Timeout = 15000msec.
2023-12-06 17:35:15,757	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7573159		ProcessPostRequest	Request URL: 'http://10.114.90.79/FF_Http_AutoTester/default.aspx'
2023-12-06 17:35:15,757	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7573159		ProcessPostRequest	Request timeout: 15000msec
2023-12-06 17:35:15,757	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7573159		ProcessPostRequest	Request data sending to server: cmd=ADD_TEST&wip_no=0085545782&companion_track_id=&station_type=BRDTEST&station_code=ME06-PB01F1T06-BT002A&test_machine_id=2C:F0:5D:51:25:1A&start_time=2023-12-06 17:28:16&stop_time=2023-12-06 17:35:15&test_result=0&test_value=&upper_bound=&low_bound=&symptom_code=&symptom_msg=&test_item_name=&test_spec_name=&unit_boardkit=SB28D88101&imei=&imei2=&meid=&esn=&msn=&bt_addr=&wifi_mac_addr1=&wifi_mac_addr2=&wifi_mac_addr3=&wifi_mac_addr4=&sim_lock_nkey=&sim_lock_nskey=
2023-12-06 17:35:15,757	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7573159		ProcessPostRequest	Getting the web service request stream...
2023-12-06 17:35:15,767	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7673184		ProcessPostRequest	Successfully got the web service request stream.
2023-12-06 17:35:15,767	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7673184		ProcessPostRequest	Writing the data to the web service request stream...
2023-12-06 17:35:15,767	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7673184		ProcessPostRequest	Successfully wrote the data to the web service request stream.
2023-12-06 17:35:15,767	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7673184		ProcessPostRequest	Reading the web service response...
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		ProcessPostRequest	Successfully read the web service response.
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		ProcessPostRequest	Status from server: OK
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		ProcessPostRequest	Response data from server: 0 PSC_OK
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		ProcessPostRequest	cmd=ADD_TEST
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		ProcessPostRequest	wip_no=0085545782
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		ProcessPostRequest	sfc_result=0
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		ProcessPostRequest	sfc_error_msg=
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		ProcessPostRequest	Time to complete request: 15 milliseconds
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		UploadTestResult	Distribute Response time for unit # 0085545782 is 0.0156273 seconds
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		UploadTestResult	 exit
2023-12-06 17:35:15,777	 []	 INFO 	 BusinessSystemDataManager	17:35:15.7775825		UploadTestResultsHandler	Uploaded test results was successful.
2023-12-06 17:35:15,827	 []	 INFO 	 TRACKER	17:35:15.8272865		Engine	[TRACKER] => Post Test Recipe Results Logged to MQS:
2023-12-06 17:35:15,827	 []	 INFO 	 TRACKER	17:35:15.8272865		Engine	[TRACKER] => MeasDescription = RECIPE_DEBUGGER_USAGE_STATUS,  Result = 0.000000,  LowLimit = 0.000000,  HighLimit = 0.000000, Units = P/F,  TestTime = 0.000000msec, MeasCode = RECDEBUG,  SpecGroup = Status_No_Stat_Analysis, Message = Recipe debugger was NOT used during testing.
